Xanthomonas campestris pv. campestris str. 8004, complete genome. - 1..5148708
4273 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
439853..441061	+	402	66572053	-	XC_0378	-	-	beta-ketoadipyl CoA thiolase
441134..441871	+	245	66572054	-	XC_0379	-	-	protocatechuate 3,4-dioxygenase beta chain
441876..442439	+	187	66572055	-	XC_0380	-	-	protocatechuate 3,4-dioxygenase alpha chain
442673..444025	+	450	66572056	-	XC_0381	-	-	3-carboxy-cis,cis-muconate cycloisomerase
444035..444817	+	260	66572057	-	XC_0382	-	-	b-ketoadipate enol-lactone hydrolase
444845..445249	+	134	66572058	-	XC_0383	-	-	4-Carboxymuconolactone decarboxylase
445831..446661	+	276	66572059	-	XC_0384	-	-	hydrolase
446677..447537	-	286	66572060	-	XC_0385	-	-	transcriptional regulator
447689..448546	+	285	66572061	-	XC_0386	-	-	conserved hypothetical protein
448834..449802	+	322	66572062	-	XC_0387	-	-	lipase
449886..450596	-	236	66572063	-	XC_0388	-	-	conserved hypothetical protein
450928..452832	-	634	66572064	-	XC_0389	-	-	glucose inhibited division protein A
453385..453855	-	156	66572065	-	XC_0390	-	-	conserved hypothetical protein
454013..454972	+	319	66572066	-	XC_0391	-	-	threonine dehydratase
454957..455574	+	205	66572067	-	XC_0392	-	-	conserved hypothetical protein
455618..456037	+	139	66572068	-	XC_0393	-	-	conserved hypothetical protein
456197..457102	-	301	66572069	-	XC_0394	-	-	aspartyl/asparaginyl beta-hydroxylase
457378..458262	-	294	66572070	-	XC_0395	-	-	biotin synthesis protein
458359..459156	-	265	66572071	-	XC_0396	-	-	oxidoreductase
459934..460695	-	253	66572072	-	XC_0397	-	-	biotin biosynthesis protein
460727..461062	-	111	66572073	-	XC_0398	-	-	conserved hypothetical protein
461095..462300	-	401	66572074	-	XC_0399	-	-	8-amino-7-oxononanoate synthase
462400..463434	-	344	66572075	-	XC_0400	-	-	biotin synthase
463478..464209	+	243	66572076	-	XC_0401	-	-	competence protein F
464606..465511	-	301	66572077	-	XC_0402	-	-	hydroxybenzoate octaprenyltransferase
466012..466458	+	148	66572078	-	XC_0403	-	-	phage-related integrase
468084..470219	-	711	66572079	-	XC_0405	-	-	TonB-dependent receptor
470276..470632	-	118	66572080	-	XC_0406	-	-	conserved hypothetical protein
470704..471408	-	234	66572081	-	XC_0407	-	-	superoxidase dismutase
471463..471843	+	126	66572082	-	XC_0408	-	-	conserved hypothetical protein
473117..475726	+	869	66572083	-	XC_0409	-	-	TonB-dependent receptor
475776..477200	+	474	66572084	-	XC_0410	-	-	IS1478 transposase
477301..478596	+	431	66572085	-	XC_0411	-	-	isopenicillin N epimerase
478755..479018	+	87	66572086	-	XC_0412	-	-	similar to IS1404 transposase ORFA
479042..479857	+	271	66572087	-	XC_0413	-	-	similar to IS1404 transposase ORFB
480265..480627	-	120	66572088	-	XC_0414	-	-	conserved hypothetical protein
481158..483623	+	821	66572089	-	XC_0415	-	-	conserved hypothetical protein
484652..486733	-	693	66572090	-	XC_0416	-	-	phosphoglycerol transferase I
487595..489319	-	574	66572091	-	XC_0417	-	-	ABC transporter substrate binding protein
489560..490546	+	328	66572092	-	XC_0418	-	-	conserved hypothetical protein
490633..492066	+	477	66572093	-	XC_0419	-	-	conserved hypothetical protein
492063..493685	-	540	66572094	-	XC_0420	-	-	conserved hypothetical protein
494333..495757	+	474	66572095	-	XC_0421	-	-	glycogen synthase
495799..497988	+	729	66572096	-	XC_0422	-	-	1,4-alpha-glucan branching enzyme
497991..499748	+	585	66572097	-	XC_0423	-	-	maltooligosyltrehalose trehalohydrolase
499745..501676	+	643	66572098	-	XC_0424	-	-	4-alpha-glucanotransferase
501673..504291	+	872	66572099	-	XC_0425	-	-	maltooligosyltrehalose synthase
504288..504476	+	62	66572100	-	XC_0426	-	-	conserved hypothetical protein
504519..506681	+	720	66572101	-	XC_0427	-	-	glycogen debranching enzyme
506650..507330	+	226	66572102	-	XC_0428	-	-	conserved hypothetical protein
508175..508933	-	252	66572103	-	XC_0429	-	-	3-oxoacyl-[ACP] reductase
509236..510672	+	478	66572104	-	XC_0430	-	-	conserved hypothetical protein
510995..511426	+	143	66572105	-	XC_0431	-	-	VirK protein
511621..513093	-	490	66572106	-	XC_0432	-	-	outer membrane protein
513178..513801	+	207	66572107	-	XC_0433	-	-	transcriptional regulator tetR/acrR family
513876..514991	+	371	66572108	-	XC_0434	-	-	component of multidrug efflux system
514988..518086	+	1032	66572109	-	XC_0435	-	-	cation efflux system protein
518218..519024	+	268	66572110	-	XC_0436	-	-	oxidoreductase
519345..519539	+	64	66572111	-	XC_0437	-	-	conserved hypothetical protein
519976..521268	-	430	66572112	-	XC_0438	-	-	ATP-dependent RNA helicase
523475..524983	-	502	66572113	-	XC_0441	-	-	dihydrolipoamide acyltransferase
524980..525363	-	127	66572114	-	XC_0442	-	-	conserved hypothetical protein
525365..526348	-	327	66572115	-	XC_0443	-	-	pyruvate dehydrogenase E1 beta subunit
526428..527516	-	362	66572116	-	XC_0444	-	-	pyruvate dehydrogenase E1 alpha subunit
527694..531089	-	1131	66572117	-	XC_0445	-	-	nuclease
531928..532824	+	298	66572118	-	XC_0446	-	-	tryptophan 2,3-dioxygenase
533234..534754	+	506	66572119	-	XC_0447	-	-	di-tripeptide transporter
534766..535356	+	196	66572120	-	XC_0448	-	-	conserved hypothetical protein
535846..536334	-	162	66572121	-	XC_0449	-	-	transcriptional regulator marR/emrR family
536502..537572	+	356	66572122	-	XC_0450	-	-	4-hydroxyphenylpyruvate dioxygenase
537850..538242	+	130	66572123	-	XC_0451	-	-	conserved hypothetical protein
538279..539646	+	455	66572124	-	XC_0452	-	-	homogentisate 1,2-dioxygenase
540201..541022	-	273	66572125	-	XC_0454	-	-	conserved hypothetical protein
540968..541633	+	221	66572126	-	XC_0453	-	-	conserved hypothetical protein
541748..542170	-	140	66572127	-	XC_0455	-	-	conserved hypothetical protein
542167..542451	-	94	66572128	-	XC_0456	-	-	PhaF protein
542448..542954	-	168	66572129	-	XC_0457	-	-	PhaE protein
542951..544510	-	519	66572130	-	XC_0458	-	-	PhaD protein
544507..544884	-	125	66572131	-	XC_0459	-	-	PhaC protein
544881..547709	-	942	66572132	-	XC_0460	-	-	NADH dehydrogenase subunit 5
547841..548776	+	311	66572133	-	XC_0461	-	-	conserved hypothetical protein
548824..549309	-	161	66572134	-	XC_0462	-	-	conserved hypothetical protein
551723..552286	-	187	66572135	-	XC_0464	-	-	conserved hypothetical protein
552366..552872	-	168	66572136	-	XC_0465	-	-	conserved hypothetical protein
553250..553639	+	129	66572137	-	XC_0466	-	-	conserved hypothetical protein
553966..554898	-	310	66572138	-	XC_0467	-	-	phosphoribosylaminoimidazole-succinocarboxamide synthase
555228..555557	+	109	66572139	-	XC_0468	-	-	conserved hypothetical protein
555972..557105	-	377	66572140	-	XC_0470	-	-	membrane protein
557091..557792	+	233	66572141	-	XC_0469	-	-	D-ribulose-5-phosphate 3-epimerase
557789..558280	+	163	66572142	-	XC_0471	-	-	N-acetyltransferase
558653..559582	+	309	66572143	-	XC_0472	-	-	conserved hypothetical protein
560065..561540	+	491	66572144	-	XC_0473	-	-	anthranilate synthase component I
561537..562610	+	357	66572145	-	XC_0474	-	-	threonine aldolase
562624..562989	+	121	66572146	-	XC_0475	-	-	conserved hypothetical protein
563114..566098	+	994	66572147	-	XC_0476	-	-	type I restriction-modification system endonuclease
566095..567387	+	430	66572148	-	XC_0477	-	-	putative restriction modification system specificity subunit
567384..568484	+	366	66572149	-	XC_0478	-	-	anticodon nuclease
568481..569491	+	336	66572150	-	XC_0479	-	-	DNA-binding protein
569488..571104	+	538	66572151	-	XC_0480	-	-	type I site-specific deoxyribonuclease
571250..571828	+	192	66572152	-	XC_0481	-	-	anthranilate synthase component II
571952..572584	+	210	66572153	-	XC_0482	-	-	conserved hypothetical protein
572709..573746	+	345	66572154	-	XC_0483	-	-	anthranilate synthase component II
573870..574667	+	265	66572155	-	XC_0484	-	-	indole-3-glycerol phosphate synthase
574660..575376	+	238	66572156	-	XC_0485	-	-	conserved hypothetical protein
575713..576405	-	230	66572157	-	XC_0486	-	-	CAP-like protein
576543..577337	+	264	66572158	-	XC_0487	-	-	S-adenosyl methionine decarboxylase proenzyme
577500..577814	+	104	66572159	-	XC_0488	-	-	SugE protein
578128..578781	-	217	66572160	-	XC_0489	-	-	ubiquinone biosynthesis protein
578965..579393	+	142	66572161	-	XC_0490	-	-	50S ribosomal protein L13
579396..579788	+	130	66572162	-	XC_0491	-	-	30S ribosomal protein S9
580931..581548	+	205	66572163	-	XC_0492	-	-	(di)nucleoside polyphosphate hydrolase
581628..581837	+	69	66572164	-	XC_0493	-	-	bacterioferritin-associated ferredoxin
582061..582531	+	156	66572165	-	XC_0494	-	-	bacterioferritin
582841..585144	-	767	66572166	-	XC_0495	-	-	two-component system sensor protein
585145..587097	-	650	66572167	-	XC_0496	-	-	two-component system regulatory protein
587136..587762	-	208	66572168	-	XC_0497	-	-	conserved hypothetical protein
588012..588626	+	204	66572169	-	XC_0498	-	-	conserved hypothetical protein
588630..589082	+	150	66572170	-	XC_0499	-	-	conserved hypothetical protein
589162..589548	+	128	66572171	-	XC_0500	-	-	conserved hypothetical protein
589625..590524	+	299	66572172	-	XC_0501	-	-	NADH pyrophosphatase
590661..591554	+	297	66572173	-	XC_0502	-	-	transmembrane protein
591978..592388	-	136	66572174	-	XC_0503	-	-	conserved hypothetical protein
592388..592732	-	114	66572175	-	XC_0504	-	-	transmembrane protein
593067..594989	-	640	66572176	-	XC_0505	-	-	2-acylglycerophosphoethanolamine acyltransferase
595057..595959	-	300	66572177	-	XC_0506	-	-	transcriptional regulator lysR family
596060..597250	+	396	66572178	-	XC_0507	-	-	MFS transporter
597562..599805	-	747	66572179	-	XC_0508	-	-	conserved hypothetical protein
599893..601188	-	431	66572180	-	XC_0509	-	-	phosphoribosylamine-glycine ligase
601900..603483	-	527	66572181	-	XC_0510	-	-	purine biosynthesis protein
603559..604173	+	204	66572182	-	XC_0511	-	-	CDP-alcohol phosphatidyltransferase
604228..605991	+	587	66572183	-	XC_0512	-	-	conserved hypothetical protein
605988..607322	+	444	66572184	-	XC_0513	-	-	conserved hypothetical protein
607319..607762	+	147	66572185	-	XC_0514	-	-	conserved hypothetical protein
607663..609267	+	534	66572186	-	XC_0515	-	-	conserved hypothetical protein
609246..609914	+	222	66572187	-	XC_0516	-	-	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase-related protein
609911..610543	+	210	66572188	-	XC_0517	-	-	acyltransferase
610582..611514	+	310	66572189	-	XC_0518	-	-	phosphatidate cytidiltransferase
612536..616537	+	1333	66572190	-	XC_0519	-	-	ice nucleation protein
616952..617224	-	90	66572191	-	XC_0520	-	-	DNA-binding protein
617340..618662	-	440	66572192	-	XC_0521	-	-	conserved hypothetical protein
618915..619292	-	125	66572193	-	XC_0522	-	-	transcriptional regulator pbsX family
619402..619935	+	177	66572194	-	XC_0523	-	-	conserved hypothetical protein
619937..620857	-	306	66572195	-	XC_0524	-	-	ribosomal protein L11 methyltransferase
621323..622243	+	306	66572196	-	XC_0525	-	-	conserved hypothetical protein
622240..622605	+	121	66572197	-	XC_0526	-	-	conserved hypothetical protein
623239..624606	-	455	66572198	-	XC_0527	-	-	biotin carboxylase subunit of acetyl CoA carboxylase
624649..625035	-	128	66572199	-	XC_0528	-	-	conserved hypothetical protein
625053..625535	-	160	66572200	-	XC_0529	-	-	biotin carboxyl carrier protein of acetyl-CoA
625615..626061	-	148	66572201	-	XC_0530	-	-	catabolic dehydroquinase
626891..629197	-	768	66572202	-	XC_0531	-	-	c-type cytochrome biogenesis protein
629203..629535	-	110	66572203	-	XC_0532	-	-	periplasmic divalent cation tolerance protein
630136..631170	-	344	66572204	-	XC_0533	-	-	ribonuclease
632199..632486	+	95	66572205	-	XC_0534	-	-	10kDa chaperonin
632632..634272	+	546	66572206	-	XC_0535	-	-	60 kDa chaperonin
634435..637338	+	967	66572207	-	XC_0536	-	-	helicase
637335..638651	+	438	66572208	-	XC_0537	-	-	ATP-dependent DNA helicase
638897..641608	+	903	66572209	-	XC_0538	-	-	conserved hypothetical protein
641646..642122	+	158	66572210	-	XC_0539	-	-	conserved hypothetical protein
642122..642532	+	136	66572211	-	XC_0540	-	-	conserved hypothetical protein
642772..644916	-	714	66572212	-	XC_0541	-	-	conserved hypothetical protein
645260..647416	-	718	66572213	-	XC_0542	-	-	conserved hypothetical protein
647598..650552	+	984	66572214	-	XC_0543	-	-	conserved hypothetical protein
650624..651982	-	452	66572215	-	XC_0544	-	-	conserved hypothetical protein
652120..652386	+	88	66572216	-	XC_0545	-	-	IS1477 transposase ORFA
652200..653252	+	350	66572217	-	XC_0546	-	-	IS1477 transposase ORFB
653581..653892	+	103	66572218	-	XC_0547	-	-	conserved hypothetical protein
654079..655152	+	357	66572219	-	XC_0548	-	-	phospho-2-dehydro-3-deoxyheptonate aldolase, phe-sensitive
655958..656269	-	103	66572220	-	XC_0549	-	-	conserved hypothetical protein
656446..657960	-	504	66572221	-	XC_0550	-	-	CoA tranferase
658098..660302	+	734	66572222	-	XC_0551	-	-	conserved hypothetical protein
660676..663123	+	815	66572223	-	XC_0552	-	-	conserved hypothetical protein
663334..664251	-	305	66572224	-	XC_0553	-	-	gluconolactonase precursor
664251..664769	-	172	66572225	-	XC_0555	-	-	conserved hypothetical protein
664716..665183	+	155	66572226	-	XC_0554	-	-	hypothetical protein
665245..665754	+	169	66572227	-	XC_0556	-	-	RNA polymerase sigma factor
665833..666792	+	319	66572228	-	XC_0557	-	-	transmembrane sensor
667380..669854	+	824	66572229	-	XC_0558	-	-	ferric pseudobactin M114 receptor protein
669886..671508	+	540	66572230	-	XC_0559	-	-	conserved hypothetical protein
671505..671825	+	106	66572231	-	XC_0560	-	-	conserved hypothetical protein
671714..672172	+	152	66572232	-	XC_0561	-	-	conserved hypothetical protein
672362..675175	+	937	66572233	-	XC_0562	-	-	glutamine synthetase adenylyltransferase
675258..676832	-	524	66572234	-	XC_0563	-	-	conserved hypothetical protein
677363..677920	-	185	66572235	-	XC_0564	-	-	conserved hypothetical protein
678149..678652	-	167	66572236	-	XC_0565	-	-	conserved hypothetical protein
678649..679509	-	286	66572237	-	XC_0566	-	-	conserved hypothetical protein
679556..680503	-	315	66572238	-	XC_0567	-	-	conserved hypothetical protein
680639..681229	+	196	66572239	-	XC_0568	-	-	nitroreductase
681320..682042	+	240	66572240	-	XC_0569	-	-	conserved hypothetical protein
682471..683259	-	262	66572241	-	XC_0570	-	-	iron utilization protein
683373..683906	-	177	66572242	-	XC_0571	-	-	conserved hypothetical protein
684104..685750	+	548	66572243	-	XC_0572	-	-	alpha subunit of malonate decarboxylase
685760..686077	+	105	66572244	-	XC_0573	-	-	delta subunit of malonate decarboxylase
686499..687413	+	304	66572245	-	XC_0574	-	-	beta subunit of malonate decarboxylase
687410..688114	+	234	66572246	-	XC_0575	-	-	malonate decarboxylase gamma subunit
688117..688758	+	213	66572247	-	XC_0576	-	-	malonate decarboxylase
689082..689921	+	279	66572248	-	XC_0577	-	-	CitG protein
690085..691005	+	306	66572249	-	XC_0578	-	-	malonyl CoA-ACP transacylase
691095..692450	+	451	66572250	-	XC_0579	-	-	dicarboxylate carrier protein
692530..693249	+	239	66572251	-	XC_0580	-	-	transcriptional regulator mdcY family
694436..695059	-	207	66572252	-	XC_0581	-	-	VirP protein
695152..695571	-	139	66572253	-	XC_0582	-	-	anti-sigma F factor antagonist
695568..695999	-	143	66572254	-	XC_0583	-	-	conserved hypothetical protein
696000..698081	-	693	66572255	-	XC_0584	-	-	IcfG protein
698291..698989	+	232	66572256	-	XC_0585	-	-	conserved hypothetical protein
698986..700299	+	437	66572257	-	XC_0586	-	-	conserved hypothetical protein
700687..701688	+	333	66572258	-	XC_0587	-	-	arabinogalactan endo-1,4-beta-galactosidase
702150..704837	+	895	66572259	-	XC_0588	-	-	pyruvate dehydrogenase
705062..706756	+	564	66572260	-	XC_0589	-	-	RNA-directed DNA polymerase
706973..708397	+	474	66572261	-	XC_0590	-	-	IS1478 transposase
708522..708935	-	137	66572262	-	XC_0591	-	-	conserved hypothetical protein
709129..709902	+	257	66572263	-	XC_0592	-	-	ThiJ/PfpI family protein
710165..710719	+	184	66572264	-	XC_0593	-	-	conserved hypothetical protein
710883..711296	+	137	66572265	-	XC_0594	-	-	hypothetical protein
711438..713024	-	528	66572266	-	XC_0595	-	-	oxidoreductase
713308..714579	+	423	66572267	-	XC_0596	-	-	conserved hypothetical protein
714733..715704	+	323	66572268	-	XC_0597	-	-	conserved hypothetical protein
715726..716190	+	154	66572269	-	XC_0598	-	-	conserved hypothetical protein
716356..716823	-	155	66572270	-	XC_0599	-	-	conserved hypothetical protein
717098..718039	-	313	66572271	-	XC_0600	-	-	putative transmembrane protein
718052..718591	-	179	66572272	-	XC_0601	-	-	transcriptional regulator marR family
718875..720230	-	451	66572273	-	XC_0602	-	-	aminopeptidase N
720227..721171	-	314	66572274	-	XC_0603	-	-	conserved hypothetical protein
721316..722323	-	335	66572275	-	XC_0604	-	-	conserved hypothetical protein
722239..723393	-	384	66572276	-	XC_0605	-	-	conserved hypothetical protein
723384..724127	-	247	66572277	-	XC_0606	-	-	conserved hypothetical protein
724130..725209	-	359	66572278	-	XC_0607	-	-	conserved hypothetical protein
725376..725984	-	202	66572279	-	XC_0608	-	-	conserved hypothetical protein
726328..726636	+	102	66572280	-	XC_0609	-	-	inner membrane protein
726633..726773	+	46	66572281	-	XC_0610	-	-	conserved hypothetical protein
726893..729304	-	803	66572282	-	XC_0611	-	-	dipeptidyl peptidase IV
729378..730469	-	363	66572283	-	XC_0612	-	-	conserved hypothetical protein
731100..732872	+	590	66572284	-	XC_0613	-	-	conserved hypothetical protein
732975..733448	+	157	66572285	-	XC_0614	-	-	conserved hypothetical protein
734140..735039	+	299	66572286	-	XC_0616	-	-	conserved hypothetical protein
735393..736244	-	283	66572287	-	XC_0617	-	-	conserved hypothetical protein
736283..736594	+	103	66572288	-	XC_0618	-	-	conserved hypothetical protein
736785..737423	-	212	66572289	-	XC_0619	-	-	conserved hypothetical protein
737476..737766	+	96	66572290	-	XC_0620	-	-	conserved hypothetical protein
737789..738670	-	293	66572291	-	XC_0621	-	-	conserved hypothetical protein
739032..739916	+	294	66572292	-	XC_0622	-	-	conserved hypothetical protein
740057..740827	-	256	66572293	-	XC_0623	-	-	cyclohexadienyl dehydratase
741000..741224	+	74	66572294	-	XC_0624	-	-	conserved hypothetical protein
741701..743473	-	590	66572295	-	XC_0625	-	-	cellulase
743867..745567	-	566	66572296	-	XC_0626	-	-	1,4-beta-cellobiosidase
746729..748108	+	459	66572297	-	XC_0627	-	-	D-serine/D-alanine/glycine transporter
748256..749185	+	309	66572298	-	XC_0628	-	-	magnesium and cobalt transport protein
749231..749470	-	79	66572299	-	XC_0629	-	-	conserved hypothetical protein
749716..750486	-	256	66572300	-	XC_0630	-	-	conserved hypothetical protein
750746..752452	-	568	66572301	-	XC_0631	-	-	periplasmic trehalase
752672..753463	-	263	66572302	-	XC_0632	-	-	conserved hypothetical protein
753549..754301	+	250	66572303	-	XC_0633	-	-	endonuclease
