query_name,Length,cog_myva,COG_category,COG,description,Evalue,Identities,QueryLength,LengthQuery
XC_0194,467,,,COG0174,"gi|188574559|ref|YP_001911488.1| glutamine synthetase, type I [Xanthomonas oryzae pv. oryzae PXO99A]",0,0.982869379014989,469,467
XC_0195,114,,,COG0347,gi|188574560|ref|YP_001911489.1| nitrogen regulatory protein P-II [Xanthomonas oryzae pv. oryzae PXO99A],9E-74,0.991228070175439,114,114
XC_0196,480,,,COG0004,gi|188574561|ref|YP_001911490.1| ammonium transporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.939583333333333,491,480
XC_0197,345,,,COG3852,gi|188574562|ref|YP_001911491.1| two-component system sensor protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.956395348837209,349,344
XC_0198,464,,,COG2204,gi|188574563|ref|YP_001911492.1| nitrogen regulation protein NR(I) [Xanthomonas oryzae pv. oryzae PXO99A],0,0.948275862068966,476,464
XC_0199,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0200,200,,,COG2032,gi|188574564|ref|YP_001911493.1| superoxide dismutase [Xanthomonas oryzae pv. oryzae PXO99A],2E-83,0.842767295597484,159,159
XC_0201,203,,,COG2032,gi|188574565|ref|YP_001911494.1| superoxide dismutase [Xanthomonas oryzae pv. oryzae PXO99A],1E-92,0.884848484848485,165,165
XC_0202,139,,,COG0346,gi|92115122|ref|YP_575050.1| glyoxalase/bleomycin resistance protein/dioxygenase [Chromohalobacter salexigens DSM 3043],3E-49,0.601503759398496,131,133
XC_0203,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0204,431,,,COG0183,gi|190572243|ref|YP_001970088.1| acetyl-CoA acetyltransferase [Stenotrophomonas maltophilia K279a],0,0.904872389791183,431,431
XC_0205,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0206,418,,,COG3071,gi|188575020|ref|YP_001911949.1| porphyrin biosynthesis protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.904306220095694,421,418
XC_0207,306,,,COG2959,gi|188575019|ref|YP_001911948.1| hypothetical protein PXO_04232 [Xanthomonas oryzae pv. oryzae PXO99A],2E-153,0.852941176470588,325,306
XC_0208,267,,,COG1587,gi|188575018|ref|YP_001911947.1| uroporphyrinogen-III synthase [Xanthomonas oryzae pv. oryzae PXO99A],4E-119,0.75,266,264
XC_0209,269,,,COG3306,gi|188575017|ref|YP_001911946.1| glycosyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],7E-163,0.866171003717472,269,269
XC_0210,305,,,COG1246; COG2050,gi|37524262|ref|NP_927606.1| hypothetical protein plu0243 [Photorhabdus luminescens subsp. laumondii TTO1],1E-06,0.31055900621118,161,153
XC_0211,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0212,144,,,COG0607,gi|188574850|ref|YP_001911779.1| hypothetical protein PXO_03971 [Xanthomonas oryzae pv. oryzae PXO99A],6E-95,0.9375,158,144
XC_0213,171,,,COG1952,gi|188574849|ref|YP_001911778.1| preprotein translocase subunit SecB [Xanthomonas oryzae pv. oryzae PXO99A],2E-100,0.929824561403509,170,171
XC_0214,345,,,COG0240,gi|188574848|ref|YP_001911777.1| NAD(P)H-dependent glycerol-3-phosphate dehydrogenase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.932551319648094,341,341
XC_0215,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0216,575,,,COG0028,gi|188574846|ref|YP_001911775.1| pyruvate dehydrogenase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.916521739130435,575,575
XC_0217,480,,,COG4191,gi|188574845|ref|YP_001911774.1| two-component system sensor protein [Xanthomonas oryzae pv. oryzae PXO99A],6E-35,0.810126582278481,84,79
XC_0218,428,,,COG2814,gi|162146162|ref|YP_001600621.1| major facilitator transporter [Gluconacetobacter diazotrophicus PAl 5],5E-29,0.64367816091954,94,87
XC_0219,158,,,COG0219,gi|188574839|ref|YP_001911768.1| tRNA/rRNA methyltransferase YibK [Xanthomonas oryzae pv. oryzae PXO99A],4E-107,0.949367088607595,158,158
XC_0220,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0221,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0222,338,,,COG0332,gi|188574836|ref|YP_001911765.1| 3-oxoacyl-ACP synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.970414201183432,338,338
XC_0223,342,,,COG3177,gi|188574835|ref|YP_001911764.1| Fic protein family [Xanthomonas oryzae pv. oryzae PXO99A],0,0.961876832844575,387,341
XC_0224,543,,,COG2189,gi|188574834|ref|YP_001911763.1| methyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.858195211786372,543,543
XC_0225,833,,,COG1061,gi|188574833|ref|YP_001911762.1| hypothetical protein PXO_03954 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.923076923076923,833,832
XC_0226,300,,,COG0596,gi|188574832|ref|YP_001911761.1| haloalkane dehalogenase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.916666666666667,300,300
XC_0227,127,,,COG0727,gi|188574831|ref|YP_001911760.1| ferredoxin [Xanthomonas oryzae pv. oryzae PXO99A],5E-85,0.952755905511811,127,127
XC_0228,556,,,COG0318,gi|188574829|ref|YP_001911758.1| peptide synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.878402903811252,556,551
XC_0229,336,,,COG0451,gi|188574828|ref|YP_001911757.1| NAD(P)H steroid dehydrogenase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.943283582089552,337,335
XC_0230,52,,,COG5487,gi|188574827|ref|YP_001911756.1| hypothetical protein PXO_03948 [Xanthomonas oryzae pv. oryzae PXO99A],2E-25,0.980769230769231,52,52
XC_0231,169,,,COG3818,"gi|459286568|ref|YP_007509725.1| putative acetyltransferase, GNAT family [Bradyrhizobium oligotrophicum S58]",3E-42,0.602484472049689,160,160
XC_0232,369,,,COG1181,gi|188579044|ref|YP_001915973.1| D-alanyl-alanine synthetase A [Xanthomonas oryzae pv. oryzae PXO99A],0,0.83739837398374,373,369
XC_0233,214,,,COG3165,gi|188579046|ref|YP_001915975.1| hypothetical protein PXO_02770 [Xanthomonas oryzae pv. oryzae PXO99A],2E-129,0.919811320754717,214,212
XC_0234,557,,,COG0661,gi|188579047|ref|YP_001915976.1| ubiquinone biosynthesis protein UbiB [Xanthomonas oryzae pv. oryzae PXO99A],0,0.974865350089767,557,557
XC_0235,238,,,COG0564,gi|188579049|ref|YP_001915978.1| tRNA pseudouridine synthase C [Xanthomonas oryzae pv. oryzae PXO99A],4E-156,0.894957983193277,245,238
XC_0236,180,,,COG3184,gi|188579050|ref|YP_001915979.1| hypothetical protein PXO_02766 [Xanthomonas oryzae pv. oryzae PXO99A],2E-89,0.917808219178082,180,145
XC_0237,143,,,COG1186,gi|188579051|ref|YP_001915980.1| peptidyl-tRNA hydrolase [Xanthomonas oryzae pv. oryzae PXO99A],9E-92,0.937062937062937,143,143
XC_0238,209,,,COG0204,gi|188579052|ref|YP_001915981.1| acyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],7E-142,0.947368421052632,209,209
XC_0239,422,,,COG1446,gi|383453132|ref|YP_005367121.1| asparaginase family protein [Corallococcus coralloides DSM 2259],7E-120,0.530054644808743,311,366
XC_0240,722,,,COG0339,gi|188579055|ref|YP_001915984.1| peptidyl-dipeptidase dcp [Xanthomonas oryzae pv. oryzae PXO99A],0,0.908959537572254,692,692
XC_0241,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0242,363,,,COG2220,gi|160899176|ref|YP_001564758.1| hypothetical protein Daci_3741 [Delftia acidovorans SPH-1],4E-146,0.614492753623188,350,343
XC_0243,207,,,COG1309,gi|340785295|ref|YP_004750760.1| transcriptional regulator [Collimonas fungivorans Ter331],6E-86,0.65989847715736,210,197
XC_0244,118,,,COG3324,gi|160899753|ref|YP_001565335.1| glyoxalase/bleomycin resistance protein/dioxygenase [Delftia acidovorans SPH-1],7E-47,0.675675675675676,113,111
XC_0245,264,,,COG2207,gi|190572264|ref|YP_001970109.1| HTH transcriptional regulator [Stenotrophomonas maltophilia K279a],2E-33,0.443579766536965,245,246
XC_0246,320,,,COG0583,gi|357415704|ref|YP_004928724.1| LysR family transcriptional regulator [Pseudoxanthomonas spadix BD-a59],0,0.819620253164557,318,316
XC_0247,540,,,COG2225,gi|190572308|ref|YP_001970153.1| malate synthase [Stenotrophomonas maltophilia K279a],0,0.828096118299446,540,540
XC_0248,433,,,COG2224,gi|190572309|ref|YP_001970154.1| isocitrate lyase [Stenotrophomonas maltophilia K279a],0,0.908878504672897,441,428
XC_0249,346,,,COG0664; COG3706,gi|190572310|ref|YP_001970155.1| cyclic nucleotide-binding and GGDEF domain regulator [Stenotrophomonas maltophilia K279a],3E-129,0.564327485380117,347,342
XC_0250,845,,,COG2114; COG0457,gi|190572311|ref|YP_001970156.1| hypothetical protein Smlt0234 [Stenotrophomonas maltophilia K279a],0,0.428745432399513,886,806
XC_0251,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0252,380,,,COG0778,gi|190572312|ref|YP_001970157.1| processing protein [Stenotrophomonas maltophilia K279a],9E-79,0.533632286995516,245,223
XC_0253,694,,,COG1506,gi|188574670|ref|YP_001911599.1| dipeptidyl anminopeptidase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.878048780487805,697,694
XC_0254,675,,,COG4770,gi|188574669|ref|YP_001911598.1| biotin carboxylase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.835555555555556,675,675
XC_0255,536,,,COG4799,gi|188574668|ref|YP_001911597.1| acyl-CoA carboxyltransferase subunit beta [Xanthomonas oryzae pv. oryzae PXO99A],0,0.944029850746269,536,536
XC_0256,387,,,COG1960,gi|188574667|ref|YP_001911596.1| acyl-CoA dehydrogenase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.961240310077519,387,387
XC_0257,206,,,COG1309,gi|188574666|ref|YP_001911595.1| TetR family transcriptional regulator [Xanthomonas oryzae pv. oryzae PXO99A],3E-112,0.887254901960784,205,204
XC_0258,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0259,175,,,COG5654,gi|357416547|ref|YP_004929567.1| hypothetical protein DSC_04365 [Pseudoxanthomonas spadix BD-a59],8E-43,0.514619883040936,178,171
XC_0260,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0261,545,,,COG3182,gi|190573559|ref|YP_001971404.1| transmembrane PepSY domain-containing protein [Stenotrophomonas maltophilia K279a],0,0.623300970873786,538,515
XC_0262,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0263,244,,,COG5266,gi|39934915|ref|NP_947191.1| hypothetical protein RPA1846 [Rhodopseudomonas palustris CGA009],5E-12,0.297777777777778,215,222
XC_0264,172,,,COG3245,gi|190572317|ref|YP_001970162.1| transmembrane-anchored cytochrome c [Stenotrophomonas maltophilia K279a],1E-93,0.837209302325581,172,172
XC_0265,572,,,COG2374,gi|188574659|ref|YP_001911588.1| nuclease [Xanthomonas oryzae pv. oryzae PXO99A],0,0.853146853146853,606,572
XC_0266,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0267,441,,,COG0523,gi|188574657|ref|YP_001911586.1| nitrile hydratase activator [Xanthomonas oryzae pv. oryzae PXO99A],0,0.913832199546485,441,441
XC_0268,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0269,288,,,COG0697,gi|256426075|ref|YP_003126728.1| hypothetical protein Cpin_7126 [Chitinophaga pinensis DSM 2588],4E-71,0.43598615916955,293,281
XC_0270,220,,,COG2945,gi|188574655|ref|YP_001911584.1| hypothetical protein PXO_03823 [Xanthomonas oryzae pv. oryzae PXO99A],8E-141,0.894495412844037,220,218
XC_0271,361,,,COG1485,gi|188574654|ref|YP_001911583.1| ATPase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.952908587257618,364,361
XC_0272,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0273,152,,,COG1846,gi|188574592|ref|YP_001911521.1| MarR family transcriptional regulator [Xanthomonas oryzae pv. oryzae PXO99A],1E-80,0.814569536423841,153,150
XC_0274,142,,,COG1764,gi|188574591|ref|YP_001911520.1| organic hydroperoxide resistance protein [Xanthomonas oryzae pv. oryzae PXO99A],4E-91,0.922535211267606,142,142
XC_0276,335,,,COG0657,gi|307130500|ref|YP_003882516.1| Lipase [Dickeya dadantii 3937],3E-111,0.758620689655172,205,203
XC_0277,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0278,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0279,246,,,COG0656,"gi|188579141|ref|YP_001916070.1| 2,5-diketo-D-gluconate reductase B [Xanthomonas oryzae pv. oryzae PXO99A]",5E-149,0.845528455284553,267,246
XC_0280,342,,,COG2130,gi|188579142|ref|YP_001916071.1| quinone oxidoreductase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.89766081871345,342,342
XC_0281,323,,,COG0667,gi|188579143|ref|YP_001916072.1| oxidoreductase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.913461538461538,322,312
XC_0282,284,,,COG4798,gi|188579144|ref|YP_001916073.1| hypothetical protein PXO_03273 [Xanthomonas oryzae pv. oryzae PXO99A],2E-174,0.85036496350365,274,274
XC_0283,200,,,COG1187,gi|188579145|ref|YP_001916074.1| ribosomal large subunit pseudouridine synthase E [Xanthomonas oryzae pv. oryzae PXO99A],8E-105,0.823529411764706,187,187
XC_0284,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0285,823,,,COG1643,gi|188579148|ref|YP_001916077.1| ATP-dependent RNA helicase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.900364520048603,836,823
XC_0286,706,,,COG0840,gi|190576326|ref|YP_001974171.1| methyl-accepting chemotaxis protein [Stenotrophomonas maltophilia K279a],0,0.60061919504644,657,645
XC_0287,157,,,COG4807,gi|188579150|ref|YP_001916079.1| YehS [Xanthomonas oryzae pv. oryzae PXO99A],3E-102,0.929936305732484,157,157
XC_0288,230,,,COG2351; COG2072,gi|188574681|ref|YP_001911610.1| monoxygenase [Xanthomonas oryzae pv. oryzae PXO99A],1E-48,0.71304347826087,119,115
XC_0289,472,,,COG2072,gi|357417632|ref|YP_004930652.1| putative oxidoreductase [Pseudoxanthomonas spadix BD-a59],0,0.725321888412017,473,466
XC_0290,186,,,COG3195,gi|188574682|ref|YP_001911611.1| chitooligosaccharide deacetylase [Xanthomonas oryzae pv. oryzae PXO99A],1E-62,0.758389261744966,163,149
XC_0291,131,,,COG0319,gi|188574683|ref|YP_001911612.1| hypothetical protein PXO_03788 [Xanthomonas oryzae pv. oryzae PXO99A],6E-61,0.732824427480916,131,131
XC_0292,296,,,COG0726,gi|188574684|ref|YP_001911613.1| polysaccharide deacetylase [Xanthomonas oryzae pv. oryzae PXO99A],2E-176,0.875,296,296
XC_0293,418,,,COG0075,gi|188574685|ref|YP_001911614.1| purine catabolism protein PucG [Xanthomonas oryzae pv. oryzae PXO99A],0,0.916267942583732,418,418
XC_0294,418,,,COG0624,gi|357417635|ref|YP_004930655.1| allantoate amidohydrolase [Pseudoxanthomonas spadix BD-a59],3E-169,0.663438256658596,423,413
XC_0295,297,,,COG0583,gi|17549690|ref|NP_523030.1| transcription regulator protein [Ralstonia solanacearum GMI1000],1E-152,0.682432432432432,297,296
XC_0296,256,,,COG1028,gi|389875387|ref|YP_006373122.1| short-chain dehydrogenase/reductase SDR [Tistrella mobilis KA081020-065],1E-36,0.785714285714286,84,84
XC_0297,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0298,396,,,COG2814,gi|521168325|ref|YP_008159329.1| transcriptional regulator [Serratia plymuthica S13],1E-140,0.634271099744246,398,389
XC_0299,278,,,COG3568,gi|357416044|ref|YP_004929064.1| endonuclease/exonuclease/phosphatase [Pseudoxanthomonas spadix BD-a59],2E-100,0.62962962962963,253,243
XC_0300,460,,,COG1502,gi|326318979|ref|YP_004236651.1| phospholipase D/Transphosphatidylase [Acidovorax avenae subsp. avenae ATCC 19860],3E-107,0.451697127937337,339,381
XC_0301,528,,,COG0405,gi|357417636|ref|YP_004930656.1| gamma-glutamyltranspeptidase [Pseudoxanthomonas spadix BD-a59],0,0.774621212121212,526,528
XC_0302,477,,,COG0154,gi|357417637|ref|YP_004930657.1| amidase [Pseudoxanthomonas spadix BD-a59],9E-162,0.610993657505285,486,454
XC_0303,381,,,COG1957,gi|357416377|ref|YP_004929397.1| putative nucleoside hydrolase [Pseudoxanthomonas spadix BD-a59],5E-170,0.682584269662921,387,355
XC_0304,479,,,COG1816,gi|162146605|ref|YP_001601064.1| adenosine deaminase [Gluconacetobacter diazotrophicus PAl 5],4E-93,0.459798994974874,397,396
XC_0305,434,,,COG2252,gi|357416376|ref|YP_004929396.1| Permease [Pseudoxanthomonas spadix BD-a59],0,0.771889400921659,437,431
XC_0306,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0307,321,,,COG1018,gi|357417638|ref|YP_004930658.1| ferredoxin [Pseudoxanthomonas spadix BD-a59],3E-100,0.554517133956386,326,321
XC_0308,344,,,COG4638,gi|292901031|ref|YP_003540400.1| (2Fe-2S)-binding protein [Erwinia amylovora ATCC 49946],5E-163,0.668604651162791,350,336
XC_0309,319,,,COG0583,gi|357417640|ref|YP_004930660.1| LysR family transcriptional regulator [Pseudoxanthomonas spadix BD-a59],2E-105,0.527868852459016,305,305
XC_0310,270,,,COG0084,gi|188574693|ref|YP_001911622.1| deoxyribonuclease TatD [Xanthomonas oryzae pv. oryzae PXO99A],1E-173,0.936329588014981,268,267
XC_0311,223,,,COG0346,gi|190576225|ref|YP_001974070.1| hypothetical protein Smlt4414 [Stenotrophomonas maltophilia K279a],5E-63,0.513392857142857,225,223
XC_0312,295,,,COG0583,gi|188574697|ref|YP_001911626.1| LysR family transcriptional regulator [Xanthomonas oryzae pv. oryzae PXO99A],5E-177,0.901694915254237,295,295
XC_0313,426,,,COG2814,gi|188574698|ref|YP_001911627.1| MFS transporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.795774647887324,449,426
XC_0314,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0315,821,,,COG1629; COG4206,gi|357416571|ref|YP_004929591.1| TonB-dependent receptor plug [Pseudoxanthomonas spadix BD-a59],1E-60,0.426621160409556,294,288
XC_0316,821,,,COG1629; COG4206,gi|357416571|ref|YP_004929591.1| TonB-dependent receptor plug [Pseudoxanthomonas spadix BD-a59],8E-142,0.42911877394636,548,521
XC_0318,293,,,COG0846,gi|188574701|ref|YP_001911630.1| NAD-dependent deacetylase [Xanthomonas oryzae pv. oryzae PXO99A],2E-179,0.856655290102389,293,293
XC_0319,372,,,COG1902,gi|188574702|ref|YP_001911631.1| FMN oxidoreductase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.882191780821918,365,365
XC_0320,282,,,COG2084,gi|188574703|ref|YP_001911632.1| dehydrogenase [Xanthomonas oryzae pv. oryzae PXO99A],2E-176,0.892857142857143,291,280
XC_0321,494,,,COG5153,gi|190575852|ref|YP_001973697.1| hypothetical protein Smlt4012 [Stenotrophomonas maltophilia K279a],3E-20,0.462962962962963,130,108
XC_0322,283,,,COG0788,gi|190572330|ref|YP_001970175.1| formyltetrahydrofolate deformylase [Stenotrophomonas maltophilia K279a],9E-169,0.830388692579505,289,283
XC_0323,305,,,COG1917; COG2207,gi|91781376|ref|YP_556583.1| AraC family transcriptional regulator [Burkholderia xenovorans LB400],6E-126,0.625,305,304
XC_0324,249,,,COG1028,gi|337280756|ref|YP_004620228.1| dehydrogenase-like protein [Ramlibacter tataouinensis TTB310],1E-100,0.634538152610442,252,249
XC_0325,671,,,COG1075,gi|410664690|ref|YP_006917061.1| conditioned medium factor [Simiduia agarivorans SA1 = DSM 21679],1E-106,0.413162705667276,580,539
XC_0326,311,,,COG0685,"gi|188574709|ref|YP_001911638.1| 5,10-methylenetetrahydrofolate reductase [Xanthomonas oryzae pv. oryzae PXO99A]",6E-148,0.745583038869258,290,283
XC_0327,304,,,COG0583,gi|188574711|ref|YP_001911640.1| LysR family transcriptional regulator [Xanthomonas oryzae pv. oryzae PXO99A],0,0.932885906040268,301,298
XC_0328,193,,,COG0431,gi|160897989|ref|YP_001563571.1| FMN reductase [Delftia acidovorans SPH-1],7E-104,0.782383419689119,193,193
XC_0329,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0330,342,,,COG0620,gi|188574714|ref|YP_001911643.1| 5-methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.926900584795322,343,342
XC_0331,340,,,COG4823,gi|323358141|ref|YP_004224537.1| abortive infection bacteriophage resistance protein [Microbacterium testaceum StLB037],4E-41,0.348348348348348,320,322
XC_0332,516,,,COG3746,gi|357406098|ref|YP_004918022.1| hypothetical protein MEALZ_2765 [Methylomicrobium alcaliphilum 20Z],1E-151,0.471953578336557,479,515
XC_0333,286,,,COG0702,gi|188574721|ref|YP_001911650.1| oxidoreductase [Xanthomonas oryzae pv. oryzae PXO99A],9E-145,0.826086956521739,295,276
XC_0334,120,,,COG1733,gi|188574722|ref|YP_001911651.1| transcriptional regulatory protein [Xanthomonas oryzae pv. oryzae PXO99A],2E-70,0.962616822429907,142,107
XC_0335,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0336,701,,,COG0840,gi|190576429|ref|YP_001974274.1| transmembrane methyl-accepting chemotaxis protein I [Stenotrophomonas maltophilia K279a],3E-92,0.3889816360601,602,586
XC_0337,150,,,COG2020,gi|328545895|ref|YP_004306004.1| isoprenylcysteine carboxyl methyltransferase [Polymorphum gilvum SL003B-26A1],2E-18,0.407692307692308,182,123
XC_0338,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0339,129,,,COG0346,gi|160900735|ref|YP_001566317.1| hypothetical protein Daci_5303 [Delftia acidovorans SPH-1],4E-44,0.576,128,125
XC_0340,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0341,118,,,COG0454,gi|34497291|ref|NP_901506.1| hypothetical protein CV_1836 [Chromobacterium violaceum ATCC 12472],4E-47,0.686440677966102,152,118
XC_0342,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0343,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0344,215,,,COG0265,gi|261415702|ref|YP_003249385.1| hypothetical protein Fisuc_1304 [Fibrobacter succinogenes subsp. succinogenes S85],1E-66,0.467289719626168,311,212
XC_0345,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0346,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0347,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0348,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0349,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0350,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0351,1064,,,COG1262; COG5635,gi|194336653|ref|YP_002018447.1| hypothetical protein Ppha_1587 [Pelodictyon phaeoclathratiforme BU-1],2E-38,0.377272727272727,277,218
XC_0352,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0353,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0354,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0355,291,,,COG4974,gi|188574819|ref|YP_001911748.1| site-specific recombinase [Xanthomonas oryzae pv. oryzae PXO99A],3E-163,0.884892086330935,327,278
XC_0356,612,,,COG0129,gi|188574820|ref|YP_001911749.1| dihydroxy-acid dehydratase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.949346405228758,612,612
XC_0357,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0358,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0359,308,,,COG4714,gi|90023545|ref|YP_529372.1| conserved hypothetical protein [Saccharophagus degradans 2-40],4E-72,0.445901639344262,298,304
XC_0360,181,,,COG0663,gi|188574822|ref|YP_001911751.1| transferase [Xanthomonas oryzae pv. oryzae PXO99A],4E-118,0.9375,186,176
XC_0361,435,,,COG2814,gi|188574823|ref|YP_001911752.1| MFS transporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.754587155963303,436,435
XC_0362,419,,,COG2206,gi|188574824|ref|YP_001911753.1| signal protein with HD-GYP domain [Xanthomonas oryzae pv. oryzae PXO99A],0,0.835322195704057,413,419
